sentence_id,source,reference
ABC.train.gold.bea19_013613,Public transport was made accessible by reducing the fares and making it free for students .,Public transport has been made accessible by reducing the fares and making it free for students .
ABC.train.gold.bea19_013614,"Nowadays there are a lot of information about healthy , in order to have good food habits , sleep the amounght of hours recommended by specialist doctors , etc .","Nowadays there is a lot of information about health , having good eating habits , sleeping the number of hours recommended by specialist doctors , etc ."
ABC.train.gold.bea19_013615,For these reasons I consider that could be a good option doing any sport that you like or you may be interested in .,"For these reasons , I consider that doing any sport that you like or you may be interested in could be a good option ."
ABC.train.gold.bea19_013616,"In my case I really like doing spinning , I use to do it only twice per week but now I do that every time I can .","In my case , I really like doing spinning . I used to do it only twice per week but now I do that any time I can ."
ABC.train.gold.bea19_013617,"I think that in particular , spinning is a hard sport activity because when you was approximately 1 hour over your bike you 'll probably feel taired .","I think that , in particular , spinning is a hard sports activity because when you have spent approximately 1 hour on your bike you 'll probably feel tired ."
ABC.train.gold.bea19_013618,"During the process people works a lot their legs , mixing different positions and speeds , And the most important thing , the musis is always running .","During the process , people work their legs a lot , mixing different positions and speeds . And the most important thing , the musis is always running ."
ABC.train.gold.bea19_013619,If you want to lose weight this type of sport is perfect because it belong into the aerobic exercises to burn the calories that we get eating fast food whereas it is suitable to people that only just doing exercise to entertainment .,"If you want to lose weight , this type of sport is perfect because it belongs to the aerobic exercises to burn the calories that we get eating fast food , whereas it is suitable for people that only do exercise for entertainment ."
ABC.train.gold.bea19_013620,Furthermore from the first time that I was in the gym I have known nice and friendly sportsman who try to give me advice not only how improve my techniques but how avoid injury .,"Furthermore , from the first time that I was in the gym , I have got to know nice and friendly sportsmen who try to give me advice not only on how to improve my techniques but on how to avoid injury too ."
ABC.train.gold.bea19_013621,"Although it is kind of hard for young people who finished school finally , to understand that it 's definitely not finish yet , education do n't stops from then on and it is one of the most important things to continue going to school .","Although it is kind of hard for young people who have finished school finally , to understand that it 's definitely not finished yet , education does n't stop from then on and it is one of the most important things to continue going to school ."
ABC.train.gold.bea19_013622,"On the the other hand , young people in Bosnia do n't really have the opportunity to choose , if they want to go or not .","On the other hand , young people in Bosnia do n't really have the opportunity to choose whether they want to go or not ."
ABC.train.gold.bea19_013623,They finish school at the age of 23 - 24 including a further study without a chance of work or anything else .,"They finish school at the age of 23 - 24 , including further study without a chance of work or anything else ."
ABC.train.gold.bea19_013624,"To this , I think , it is a way which goes in the wrong direction .","To this , I think , it is a journey which goes in the wrong direction ."
ABC.train.gold.bea19_013625,"Try to motivate people for education , studying and school is a very hard thing if they all know all those Imaginations are not going to happen anyway , whereas people in Switzerland have to choose very early in which direction they want to go and what their possibilities look like .","Trying to motivate people for education , studying and school is a very hard thing if they all know all those dreams are not going to happen anyway , whereas people in Switzerland have to choose very early in which direction they want to go and what their possibilities look like ."
ABC.train.gold.bea19_013626,"Therefore , education should be reachable for everyone , in my opinion , as long as possible , but only if the goal and possibilities are clear .","Therefore , education should be accessible for everyone , in my opinion , for as long as possible , but only if the goal and possibilities are clear ."
ABC.train.gold.bea19_013627,Only if all of that is guaranteed the motivation will rise .,Only if all of that is guaranteed will the motivation increase .
ABC.train.gold.bea19_013628,"Now shopping became one of the best way to spend time with family or friends , but not everyone like it .","These days , shopping has become one of the best ways to spend time with family or friends , but not everyone likes it ."
