condition,role,sent_idx,source_sentence,o_start,o_end,error_type,correction,required
fewshot,system,12,"I think it 's okay because the purpose of you doing that is to train the citizen to be more responsible for what they did . and , I think it 's enough from me .",2,4,R:ORTH,it's,REQUIRED
fewshot,system,12,"I think it 's okay because the purpose of you doing that is to train the citizen to be more responsible for what they did . and , I think it 's enough from me .",16,17,R:NOUN:NUM,citizens,REQUIRED
fewshot,system,12,"I think it 's okay because the purpose of you doing that is to train the citizen to be more responsible for what they did . and , I think it 's enough from me .",24,28,R:ORTH,"did. And,",REQUIRED
fewshot,system,12,"I think it 's okay because the purpose of you doing that is to train the citizen to be more responsible for what they did . and , I think it 's enough from me .",30,32,R:ORTH,it's,REQUIRED
fewshot,system,12,"I think it 's okay because the purpose of you doing that is to train the citizen to be more responsible for what they did . and , I think it 's enough from me .",34,36,R:ORTH,me.,REQUIRED
fewshot,system,13,"They are transport by land , by air , by sea and by train .",2,3,R:VERB:FORM,transported,REQUIRED
fewshot,system,13,"They are transport by land , by air , by sea and by train .",4,6,R:ORTH,"land,",REQUIRED
fewshot,system,13,"They are transport by land , by air , by sea and by train .",7,9,R:ORTH,"air,",REQUIRED
fewshot,system,13,"They are transport by land , by air , by sea and by train .",10,11,R:NOUN,"sea,",REQUIRED
fewshot,system,13,"They are transport by land , by air , by sea and by train .",13,15,R:ORTH,train.,REQUIRED
fewshot,system,14,This is an interesting concept because it can give the government the money it needs to solve its other problems and does n't necessarily break any rule of personal space .,21,23,R:ORTH,doesn't,REQUIRED
fewshot,system,14,This is an interesting concept because it can give the government the money it needs to solve its other problems and does n't necessarily break any rule of personal space .,29,31,R:ORTH,space.,REQUIRED
fewshot,system,15,"- I am so sorry Madam , excuse me for my blunder .",0,1,U:PUNCT,,REQUIRED
fewshot,system,15,"- I am so sorry Madam , excuse me for my blunder .",4,5,R:OTHER,"sorry,",REQUIRED
fewshot,system,15,"- I am so sorry Madam , excuse me for my blunder .",5,6,R:NOUN,Madam;,REQUIRED
fewshot,system,15,"- I am so sorry Madam , excuse me for my blunder .",6,7,U:PUNCT,,REQUIRED
fewshot,system,15,"- I am so sorry Madam , excuse me for my blunder .",11,13,R:ORTH,blunder.,REQUIRED
fewshot,system,16,"My name is Jose .. I 'm 25e years old and I 'm from Madrid , Spain .",3,4,R:NOUN,Jose.,REQUIRED
fewshot,system,16,"My name is Jose .. I 'm 25e years old and I 'm from Madrid , Spain .",4,5,U:PUNCT,,REQUIRED
fewshot,system,16,"My name is Jose .. I 'm 25e years old and I 'm from Madrid , Spain .",5,7,R:ORTH,I'm,REQUIRED
fewshot,system,16,"My name is Jose .. I 'm 25e years old and I 'm from Madrid , Spain .",7,8,R:OTHER,25,REQUIRED
fewshot,system,16,"My name is Jose .. I 'm 25e years old and I 'm from Madrid , Spain .",11,13,R:ORTH,I'm,REQUIRED
fewshot,system,16,"My name is Jose .. I 'm 25e years old and I 'm from Madrid , Spain .",14,18,R:ORTH,"Madrid, Spain.",REQUIRED
fewshot,system,17,My name is Farit .,3,5,R:ORTH,Farit.,REQUIRED
fewshot,system,18,"If the advertisement is designed well , people will remember it .",5,7,R:ORTH,"well,",REQUIRED
fewshot,system,18,"If the advertisement is designed well , people will remember it .",10,12,R:ORTH,it.,REQUIRED
fewshot,system,19,The film is a horror movie which tells the story of a rich family who lived in an old mansion in an abandoned island after the second world war .,20,21,R:PREP,on,REQUIRED
fewshot,system,19,The film is a horror movie which tells the story of a rich family who lived in an old mansion in an abandoned island after the second world war .,26,30,R:ORTH,Second World War.,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",0,2,R:ORTH,I've,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",19,20,R:OTHER,5;,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",20,21,U:PUNCT,,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",24,25,R:OTHER,"here,",REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",36,37,R:ADJ:FORM,higher,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",44,45,R:NOUN,English.,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",45,47,U:PUNCT,It,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",56,57,R:NOUN,hoops,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",60,62,R:ORTH,overcome,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",63,64,R:NOUN,"obstacles,",REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",67,69,R:OTHER,are,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",69,70,U:DET,,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",75,77,R:ORTH,master's,REQUIRED
fewshot,system,20,"I 've graduated in 2010 majoring in accounting with a degree having an accumulated GPA of 2.49 out of 5 , since I came here I have been so ambitious that I will be getting my high studies as soon as I finish studying English , it turned out that I have to jump through the loop in order to over come these obstacles which I believe it is an ordinary requirements to get a master 's degree for the foreign students .",79,80,U:DET,,REQUIRED
